message,spam,transformed_text,num_characters,lem_num_characters,num_sentence
UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,1,ur awarded city break could win summer shopping spree every wk txt store skilgme tscs winawk age perwksub,148,18,1
URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,1,urgent trying contact u today draw show prize guaranteed call land line claim valid hr,159,15,1
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",1,thanks ringtone order reference number x mobile charged tone arrive please call customer service,157,14,1
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1,ur cash balance currently pound maximize ur cash send collect p msg cc po box tcr w,142,17,1
"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",1,congratulation thanks good friend u xmas prize claim easy call p per minute bt national rate,157,16,1
"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",1,want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call,173,15,1
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",1,someone u know asked dating service contact cant guess call revealed pobox l hb p,139,15,1
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,1,camera awarded sipix digital camera call fromm landline delivery within day,105,11,1
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,1,today voda number ending selected receive award hava match please call quoting claim code standard rate app,157,17,1
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,1,message free welcome new improved sex dogging club unsubscribe service reply stop msg p,134,14,1
RCT' THNQ Adrian for U text. Rgds Vatian,1,rct thnq adrian u text rgds vatian,40,7,1
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",1,contacted dating service someone know find call land line pobox w tg p,140,13,1
Sorry I missed your call let's talk when you have the time. I'm on 07090201529,1,sorry missed call let talk time,78,6,1
"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",1,complimentary star ibiza holiday cash need urgent collection landline lose box sk wp ppm,150,14,1
FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,1,free msg billed mobile number mistake shortcode please call charge refunded call free bt landline,160,15,1
Please CALL 08712402972 immediately as there is an urgent message waiting for you,1,please call immediately urgent message waiting,81,6,1
URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,1,urgent mobile number awarded bonus caller prize call land line valid hr,127,12,1
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,1,want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call,157,15,1
LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,1,life never much fun great came made truly special forget enjoy one gbp sm,136,14,1
Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,1,want new video phone anytime network min inclusive video call downloads per week free deltomorrow call reply,157,17,1
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470",1,valued customer pleased advise following recent review mob awarded bonus prize call,153,12,1
Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,1,welcome please reply age gender begin e g,64,8,1
Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,1,freemsg month unlimited free call activate smartcall txt call subscriptn gbp wk unlimited call help stop txt stop landlineonly,160,19,1
Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out,1,mobile mths update latest orange camera video phone free save free text weekend call text yes callback orno opt,158,19,1
Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL,1,new club dont fink met yet b gr c u please leave msg day wiv ur area reply promised carlie x call minmobsmore lkpobox hp fl,161,26,1
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1,camera awarded sipix digital camera call fromm landline delivery within day,106,11,1
Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,1,get free mobile video player free movie collect text go free extra film ordered c apply yr,139,17,1
Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,1,save money wedding lingerie www bridal petticoatdreams co uk choose superb selection national delivery brought weddingfriend,153,16,1
Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,1,heard u call night knickers make beg like u last time xx luv nikiyu net,153,15,1
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,1,bloomberg message center wait apply future http career bloomberg com,101,10,1
Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,1,want new video phone anytime network min text five pound per week call reply delivery tomorrow,148,16,1
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",1,contacted dating service someone know find call land line pobox w tg p,140,13,1
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",1,wan win meet greet westlife u currently tour unbreakable untamed unkempt text cost p std text,161,16,1
Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,1,dorothy kiefer com bank granite issue strong buy explosive pick member nasdaq symbol cdgt per,156,15,1
"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",1,winner guaranteed caller prize final attempt contact claim call ppmpobox bhamb xe,150,12,1
"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",1,xmas new year eve ticket sale club day till pm thurs fri sat night week selling fast,157,17,1
"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",1,rock yr chik get filthy film xxx pic yr phone rply filth saristar ltd e yt p per day stop cancel,152,21,1
From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more,1,next month get upto call ur standard network charge activate call c wire net st term pobox uz cost min mobcudb,162,21,1
URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,1,urgent trying contact u today draw show prize guaranteed call land line claim j po box c pm,157,18,1
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,1,text banneduk see cost p textoperator g ga xxx,68,9,1
"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck.",1,auction round highest bid next maximum bid bid send bid e g bid good luck,133,15,1
Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,1,collect valentine weekend paris inc flight hotel prize guaranteed text paris www rtf sphosting com,134,15,1
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1,customer loyalty offer new nokia mobile txtauction txt word start get ctxt tc p mtmsg,145,15,1
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,1,believe true incredible txts reply g learn truly amazing thing blow mind fwd p txt,149,15,1
I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,1,hot n horny willing live local text reply hear strt back p per msg netcollex ltdhelpdesk reply stop end,155,19,1
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,1,want new nokia colour phone delivered tomorrow free minute mobile free text free camcorder reply call,157,16,1
Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,1,congratulation winner august prize draw call prize code,115,8,1
8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,1,p alfie moon child need song ur mob tell ur txt tone charity nokias poly charity polys zed profit charity,166,20,1
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,1,get official england poly ringtone colour flag yer mobile tonight game text tone flag optout txt eng stop box w wx,157,21,1
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",1,customer service announcement recently tried make delivery unable please call schedule ref,152,12,1
"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL",1,stop club tone replying stop mix see tone com enjoy html term club tone cost gbp week mfl,128,18,1
wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.,1,wamma get laid want real doggin location sent direct mobile join uk largest dogging network txt dog nyt ec lp msg,156,21,1
Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,1,promotion number ur awarded city break could win summer shopping spree every wk txt store skilgme tscs winawk age perwksub,179,20,1
You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,1,winner specially selected receive cash award speak live operator claim call pm cost p,159,14,1
"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",1,thanks ringtone order reference number x mobile charged tone arrive please call customer service colour red text colour txtstar,197,19,1
"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",1,hi night ur lucky night uve invited xchat uk wildest chat txt chat p msgrcvdhg suite land row w j hl ldn yr,156,23,1
2/2 146tf150p,1,tf p,13,2,1
Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,1,dear voucher holder claim st class airport lounge pass using holiday voucher call booking quote st class x,147,18,1
"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",1,someone u know asked dating service contact cant guess call revealed pobox xy p,137,14,1
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",1,mila age blonde new uk look sex uk guy u like fun text mtalk pp txt st free increment help,159,20,1
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",1,claim shopping spree call mobstorequiz ppm,86,6,1
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1,want funk ur fone weekly new tone reply tone u text www ringtones co uk original n best tone gbp network operator rate apply,155,24,1
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",1,twinks bear scallies skin jock calling miss weekend fun call p min stop text call nat rate,156,17,1
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1,tried contact reply offer video handset anytime network min unlimited text camcorder reply call,158,14,1
URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,1,urgent trying contact last weekend draw show prize guaranteed call claim code k valid hour,159,15,1
74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC,1,xmas iscoming ur awarded either cd gift voucher free entry r weekly draw txt music tnc,120,16,1
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max ,1,congratulation u claim vip row ticket c blu concert november blu gift guaranteed call claim t c www smsco net cost max,162,22,1
Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg,1,free msg single find partner area real people waiting chat send chat cncl send stopcs per msg,152,17,1
"Win the newest åÒHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",1,win newest harry potter order phoenix book reply harry answer question chance first among reader,139,15,1
Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,1,free msg ringtone http tm widelive com index wml id b ecef ff first true jul,109,16,1
"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg å£1.50",1,oh god found number glad text back xafter msg cst std ntwk chg,107,13,1
A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,1,link picture sent also use http alto co uk wave wave asp,96,12,1
"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",1,double min txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupd call optout hf,151,16,1
URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,1,urgent nd attempt contact u prize yesterday still awaiting collection claim call acl pm,151,14,1
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1,dear dave final notice collect tenerife holiday cash award call landline tc sae box cw wx ppm,153,17,1
tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,1,tell u call claim prize u enter ur mobile personal detail prompt careful,121,13,1
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,1,account xxxxxxxxx show unredeemed point claim call identifier code xxxxx expires,128,11,1
Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,1,want new video handset anytime network min half price line rental camcorder reply call delivery tomorrow,145,16,1
FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for å£3/wk,1,free ringtone reply real poly eg real pushbutton dontcha babygoodbye golddigger webeburnin st tone free u join wk,158,18,1
"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",1,free msg get gnarl barkley crazy ringtone totally free reply go message right,102,13,1
Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,1,refused loan secured unsecured get credit call free text back help,114,11,1
"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",1,specially selected receive award call line close cost ppm c apply ag promo,138,13,1
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386,1,valued vodafone customer computer picked win prize collect easy call,135,10,1
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,1,free video camera phone half price line rental mths cross ntwk min txts call mobileupd call optout,146,17,1
ringtoneking 84484,1,ringtoneking,18,1,1
Ringtone Club: Gr8 new polys direct to your mobile every week !,1,ringtone club gr new polys direct mobile every week,63,9,1
(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,1,bank granite issue strong buy explosive pick member nasdaq symbol cdgt per,137,12,1
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,1,bored housewife chat n date bt national rate p min landline,95,11,1
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,1,tried call reply sm video mobile min unlimited text free camcorder reply call del thurs,143,15,1
"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",1,nd time tried contact u u prize claim easy call p per minute bt national rate,159,16,1
You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,1,receiving week triple echo ringtone shortly enjoy,73,7,1
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",1,u selected stay top british hotel nothing holiday valued dial claim national rate call bx sw s,159,17,1
YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,1,chosen receive award pls call claim number collect award selected receive valued mobile customer,159,14,1
Win a å£1000 cash prize or a prize worth å£5000,1,win cash prize prize worth,47,5,1
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",1,thanks ringtone order reference number x mobile charged tone arrive please call customer service,156,14,1
Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP,1,moby pub quiz win high street prize u know new duchess cornwall txt first name unsub stop sp,156,18,1
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only å£1.50/week. SavaMob - offers mobile!",1,week savamob member offer accessible call detail savamob pobox la wu week savamob offer mobile,159,15,1
"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",1,contacted dating service someone know find call mobile landline pobox ldns,149,11,1
TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,1,tb persolvo chasing u since sept definitely paying thanks information ignore kath manchester,141,13,1
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,1,loan purpose even bad credit tenant welcome call noworriesloans com,106,10,1
87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,1,kick new season wks free goal news ur mobile txt ur club name eg villa,114,15,1
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",1,orange brings ringtones time chart hero free hit week go ringtones pic wap stop receiving tip reply stop,154,18,1
PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,1,private account statement show un redeemed point call identifier code expires,148,11,1
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,1,tried call reply sm video mobile min unlimited text free camcorder reply call,135,13,1
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd,1,gsoh good spam lady u could b male gigolo join uk fastest growing men club reply oncall mjzgroup stop reply stop msg rcvd,167,23,1
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,hot live fantasy call p per min ntt ltd po box croydon cr wb national rate call,122,17,1
URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,1,urgent mobile number awarded ukp prize guaranteed call landline claim valid hr ppm,141,13,1
"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1,spjanuary male sale hot gay chat cheaper call national rate p min cheap p min peak stop text call p min,157,21,1
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,1,freemsg today day ready horny live town love sex fun game netcollex ltd p per msg reply stop end,152,19,1
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",1,simpson movie released july name band died start film green day b blue day c red day send b c,146,20,1
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,1,please call amanda regard renewing upgrading current mobile handset free charge offer end today tel subject c,160,17,1
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,1,want new video phone anytime network min half price line rental free text month reply call free delivery,144,18,1
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",1,dear voucher holder claim week offer pc please go http www wtlp co uk text t c apply,112,18,1
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",1,urgent please call abta complimentary spanish holiday cash await collection sae c box po ez ppm,144,16,1
"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",1,cmon babe make horny turn txt fantasy babe im hot sticky need reply cost cancel send stop,148,17,1
IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,1,important information orange user xxxxxx today ur lucky day find log onto http www urawinner com fantastic prizeawaiting,157,18,1
Missed call alert. These numbers called but left no message. 07008009200,1,missed call alert number called left message,72,7,1
FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,1,freemsg record indicate may entitled pound accident claim free reply yes msg opt text stop,157,15,1
Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,1,show ur colour euro offer get england flag lion tone ur phone click following service message info,135,17,1
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,1,text pas collect polyphonic ringtones normal gprs charge apply enjoy tone,105,11,1
"accordingly. I repeat, just text the word ok on your mobile phone and send",1,accordingly repeat text word ok mobile phone send,74,8,1
Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge,1,block breaker come deluxe format new feature great graphic mobile buy replying get bbdeluxe take challenge,157,16,1
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,1,important information orange user today lucky day find log onto http www urawinner com fantastic surprise awaiting,152,17,1
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,1,natalja f inviting friend reply yes see www sm ac u nat stop send stop frnd,136,16,1
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",1,urgent important information user today lucky day find log onto http www urawinner com fantastic surprise awaiting,163,17,1
Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,1,kit strip billed p netcollex ltd po box ig oja,74,10,1
Please CALL 08712402578 immediately as there is an urgent message waiting for you,1,please call immediately urgent message waiting,81,6,1
thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,1,thesmszone com let send free anonymous masked message im sending message see potential abuse,138,14,1
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",1,congrats mobile g videophones r call videochat wid ur mate play java game dload polyh music noline rentl bx ip pm,161,21,1
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,1,important information orange user xxxxxxx today lucky day find log onto http www urawinner com fantastic surprise awaiting,163,18,1
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",1,dating service asked contact u someone shy call revealed pobox uz p,126,12,1
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,1,want new video handset time network min unlimited text camcorder reply call del sat,135,14,1
"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",1,ur balance next question complete landmark big bob b barry c ben text b c good luck,133,17,1
Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,1,ur tonexs subscription renewed charged choose polys month www clubzed co uk billing msg,146,14,1
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",1,prize go another customer c www c biz p min polo ltd suite london w j hl please call back busy,144,21,1
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,1,want new nokia colour phone delivered tomorrow free minute mobile free text free camcorder reply call,156,16,1
RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,1,recpt ordered ringtone order processed,72,5,1
As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,1,one registered subscriber u enter draw g b gift voucher replying enter unsubscribe text stop,132,15,1
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",1,chance win free bluetooth headset simply reply back adp,83,9,1
Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,1,b floppy b snappy happy gay chat service photo upload call p min stop text call,137,16,1
"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""",1,welcome uk mobile date msg free giving free calling future mg billed p daily cancel send go stop,151,18,1
3. You have received your mobile content. Enjoy,1,received mobile content enjoy,47,4,1
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,1,want explicit sex sec ring cost p min,65,8,1
